,ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oliogochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Ilyocryptus,Streblocerus,Moina,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
51,ACCSAC2_12/7/2021_8:30,0,3.916983607,0,360.3624919,0,0,11.75095082,0,0,0,0,0,43.08681969,0,0,0,94.00760658,0,35.25285247,0,0,0,3.916983607,0,0,3.916983607,0,105.7585574,7.833967215,0,7.833967215,7.833967215,0,3.916983607,0,0,0,11.75095082,0,3.916983607,0,0,0,0,0,0,0,0,0,0,0,0,12/7/2021,ACCSAC2,8:30,10.95,118.9,162.6,105.74,0.08,92.3,10.19,7.75,5.42,0.83,-0.13,18834,19314,1,,0.911780321
52,ACCSAC2_2/1/2022_7:30,0,0,18.65935492,1716.660653,0,130.6154844,242.5716139,18.65935492,55.97806476,0,0,0,18.65935492,74.63741968,130.6154844,0,149.2748393,0,0,0,0,0,0,0,0,0,0,2295.100655,0,0,18.65935492,0,0,55.97806476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/1/2022,ACCSAC2,7:30,9.079,98.7,141.6,91.981,0.07,98.6,11.3,7.72,6.45,3.97,0.44,644676,645205,2,,1.004857896
53,ACCSAC2_2/16/2022_7:20,0,0,174.3187407,3350.793571,0,38.73749793,77.47499586,0,522.956222,0,0,0,77.47499586,0,251.7937366,0,96.84374482,0,19.36874897,38.73749793,0,0,0,0,0,0,0,484.2187242,0,0,0,0,0,58.10624689,38.73749793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/16/2022,ACCSAC2,7:20,10.921,109.5,149.4,96.829,0.07,96.1,10.61,7.75,8.32,2.78,0.31,692228,692681,2,,0.860492678
54,ACCSAC2_2/23/2022_7:30,0,11.16606187,7.444041245,342.4258972,0,29.77616498,40.94222685,0,212.1551755,0,18.61010311,0,7.444041245,14.88808249,115.3826393,0,212.1551755,3.722020622,40.94222685,0,0,0,0,0,0,0,0,294.0396291,14.88808249,0,3.722020622,0,3.722020622,33.49818561,3.722020622,0,3.722020622,7.444041245,0,0,3.722020622,0,0,0,0,0,0,0,0,7.444041245,0,0,2/23/2022,ACCSAC2,7:30,10.236,98.3,137.1,89.127,0.06,97.2,10.92,7.8,4.12,1.38,0.26,722522,723066,2,,1.033351031
55,ACCSAC2_2/9/2022_8:50,0,20.50010112,41.00020225,2808.513854,0,41.00020225,225.5011124,20.50010112,82.0004045,0,0,0,41.00020225,20.50010112,1414.506978,0,225.5011124,0,102.5005056,0,0,0,0,20.50010112,0,0,0,5842.52882,20.50010112,0,61.50030337,0,0,20.50010112,0,0,0,20.50010112,0,0,0,0,0,0,20.50010112,0,0,0,0,0,0,0,2/9/2022,ACCSAC2,8:50,10.107,113.6,158.7,103.147,0.08,99.8,11.22,7.63,4.42,2.38,-0.17,127383,127704,1,,0.60975309
56,ACCSAC2_3/16/2022_7:20,0,47.8584179,0,382.8673432,0,0,167.5044626,0,0,0,0,0,454.65497,47.8584179,215.3628805,0,3397.947671,0,191.4336716,0,0,23.92920895,0,0,0,0,0,143.5752537,23.92920895,0,0,23.92920895,0,71.78762684,0,0,47.8584179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/16/2022,ACCSAC2,7:20,13.968,138.9,176,114.417,0.08,90.4,9.31,7.54,9.09,4.14,-0.31,817515,818065,1,,1.044748285
57,ACCSAC2_3/2/2022_7:15,0,13.92705283,6.963526414,250.6869508,0,6.963526414,13.92705283,0,6.963526414,0,0,0,20.89057924,27.85410565,466.5562697,0,682.4255885,6.963526414,90.52584338,0,0,0,0,13.92705283,0,0,0,13.92705283,0,6.963526414,20.89057924,0,0,27.85410565,0,0,13.92705283,0,6.963526414,0,0,0,0,0,0,0,0,0,13.92705283,6.963526414,0,0,3/2/2022,ACCSAC2,7:15,12.191,101.1,133.9,87.232,0.06,101.7,10.91,7.69,3.36,3.94,-0.21,752218,752758,1,,1.025752861
58,ACCSAC2_3/23/2022_7:20,0,9.955419759,0,89.59877783,0,0,14.93312964,4.97770988,0,0,0,0,139.3758766,19.91083952,84.62106795,0,517.6818275,14.93312964,84.62106795,0,0,0,0,0,0,4.97770988,0,134.3981667,54.75480868,14.93312964,24.8885494,14.93312964,0,54.75480868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97770988,9.955419759,14.93312964,0,3/23/2022,ACCSAC2,7:20,15.932,117.6,142.2,92.419,0.07,96.1,9.49,7.69,4.32,0.4,-0.44,850492,851153,1,,1.255597484
59,ACCSAC2_3/30/2022_7:10,0,0,7.121788377,81.90056634,0,7.121788377,32.0480477,3.560894189,7.121788377,0,0,0,167.3620268,10.68268257,338.2849479,0,245.701699,3.560894189,96.1441431,0,0,0,0,0,0,3.560894189,0,46.29162446,0,17.80447094,24.92625932,0,0,74.77877796,0,0,0,0,0,0,0,0,0,0,3.560894189,0,0,0,0,14.24357676,24.92625932,0,3/30/2022,ACCSAC2,7:10,15.49,119.5,145.5,94.938,0.07,96.7,9.63,7.69,3.57,0.86,-0.44,883561,884177,1,,1.170118079
60,ACCSAC2_3/9/2022_7:20,0,5.888619651,0,200.2130681,0,0,5.888619651,0,0,0,0,0,5.888619651,35.33171791,794.963653,0,635.9709224,5.888619651,94.2179144,0,0,0,0,0,0,0,0,58.88619651,0,17.66585896,47.10895722,0,0,29.44309826,0,0,23.5544786,0,0,0,0,0,0,0,0,0,0,0,5.888619651,0,0,0,3/9/2022,ACCSAC2,7:20,11.707,97.7,131.2,85.247,0.06,99.5,10.8,7.74,4.26,2.48,-0.23,785074,785819,1,,1.41515904
61,ACCSAC3_1/25/2022_7:40,0,46.75333898,23.37666949,748.0534236,0,7.792223162,31.16889265,0,31.16889265,0,0,0,31.16889265,0,693.5078615,0,93.50667795,0,15.58444633,0,0,0,0,7.792223162,0,0,0,319.4811497,0,0,7.792223162,31.16889265,0,85.71445479,0,0,23.37666949,15.58444633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/25/2022,ACCSAC3,7:40,9.346,122.8,175.2,113.811,0.08,99,11.35,7.6,5.62,0.5,-0.2,113767,114330,1,,1.069442335
62,ACCSAC3_1/4/2022_7:50,0,178.7580974,33.51714326,1184.272395,0,33.51714326,78.20666762,0,245.7923839,0,0,0,111.7238109,11.17238109,513.92953,0,44.68952435,0,44.68952435,0,0,0,0,0,0,0,0,491.5847679,0,11.17238109,11.17238109,33.51714326,0,11.17238109,11.17238109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/4/2022,ACCSAC3,7:50,8.184,129.7,191.1,124.135,0.09,94.6,11.14,7.63,15.86,1.47,0.01,74014,74603,2,,1.118830436
63,ACCSAC3_11/16/2021_12:40,0,5.137027682,7.70554152,231.1662457,0,10.27405537,17.97959689,0,0,0,0,0,95.03501209,12.84256921,125.8571782,0,97.60352595,0,17.97959689,0,0,2.568513841,2.568513841,2.568513841,0,0,0,123.2886644,20.54811073,7.70554152,2.568513841,0,0,0,0,0,0,7.70554152,2.568513841,0,0,0,0,0,5.137027682,0,2.568513841,0,0,0,0,5.137027682,11/16/2021,ACCSAC3,12:40,14.144,139.7,176.2,114.552,0.08,92.5,9.49,7.75,4.41,0.53,0.13,574294,575026,1,,1.39046499
64,ACCSAC3_11/23/2021_7:20,0,6.427870536,12.85574107,286.0402389,0,32.13935267,6.427870536,0,0,0,0,0,57.85083482,25.71148214,38.56722322,0,106.0598639,0,22.49754687,3.213935267,0,3.213935267,0,0,0,0,0,61.06477009,16.06967634,6.427870536,6.427870536,0,0,9.6418058,3.213935267,3.213935267,32.13935267,22.49754687,0,0,0,0,3.213935267,6.427870536,3.213935267,0,0,0,0,0,3.213935267,3.213935267,11/23/2021,ACCSAC3,7:20,11.846,138.8,185.4,120.482,0.09,93.2,10.07,7.82,4.19,0.25,0.01,576828,577413,1,,1.111232266
66,ACCSAC3_11/9/2021_12:25,0,0,9.829025335,324.357836,0,0,32.76341778,0,0,0,0,0,95.01391152,0,19.65805067,0,72.07951912,6.552683555,19.65805067,0,0,0,0,3.276341778,0,0,0,55.69781022,0,3.276341778,6.552683555,6.552683555,0,9.829025335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.276341778,0,0,11/9/2021,ACCSAC3,12:25,13.426,133.9,171.9,111.741,0.08,95,9.89,7.72,11.86,0.6,-0.14,552864,553482,1,,1.173917163
67,ACCSAC3_12/13/2021_7:10,0,7.471510032,0,179.3162408,0,3.735755016,1.867877508,0,1.867877508,0,0,0,13.07514255,1.867877508,0,0,24.2824076,0,11.20726505,0,0,0,0,3.735755016,0,0,0,28.01816262,1.867877508,3.735755016,20.54665258,9.33938754,0,28.01816262,0,3.735755016,0,0,0,0,3.735755016,0,0,1.867877508,0,0,0,0,0,1.867877508,1.867877508,0,12/13/2021,ACCSAC3,7:10,9.689,115.9,163.8,106.447,0.08,96.2,10.94,8.02,43.2,2.29,0.58,614794,615336,1,,1.029551946
68,ACCSAC3_12/21/2021_8:30,0,0,0,645.341965,0,19.55581712,58.66745136,0,293.3372568,0,0,0,430.2279766,19.55581712,1896.914261,0,136.8907198,0,78.22326848,0,0,0,0,0,0,0,0,880.0117704,19.55581712,0,19.55581712,19.55581712,0,0,0,0,0,0,0,19.55581712,0,0,0,0,0,0,0,0,0,0,0,0,12/21/2021,ACCSAC3,8:30,7.138,124.6,189.5,123.146,0.09,88.6,10.65,7.61,28.05,4.45,0.25,25541,26214,1,,1.278391992
69,ACCSAC3_12/27/2021_8:20,0,94.46767644,0,901.7369114,0,0,94.46767644,0,180.3473823,0,8.587970585,0,154.5834705,25.76391176,437.9864998,0,34.35188234,0,25.76391176,0,0,0,0,0,0,0,0,120.2315882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/27/2021,ACCSAC3,8:20,8.196,94.8,139.6,90.739,0.07,90.9,10.7,7.57,31.15,3.94,0.26,36694,37307,1,,1.164419452
70,ACCSAC3_12/7/2021_8:20,0,3.631640431,50.84296603,363.1640431,0,21.78984259,21.78984259,3.631640431,18.15820215,0,0,0,25.42148302,0,14.52656173,0,54.47460646,0,7.263280862,0,0,0,0,0,0,0,0,108.9492129,7.263280862,7.263280862,0,0,0,7.263280862,3.631640431,0,0,0,0,0,0,0,0,3.631640431,3.631640431,0,0,0,0,3.631640431,3.631640431,0,12/7/2021,ACCSAC3,8:20,11.036,113.7,155.1,100.822,0.07,93.8,10.32,7.8,3.14,0.48,-0.17,18237,18841,1,,1.147323571
71,ACCSAC3_2/1/2022_7:25,0,16.89482018,33.78964036,1706.376838,0,50.68446055,270.3171229,0,0,0,0,0,16.89482018,33.78964036,152.0533816,16.89482018,118.2637413,0,50.68446055,0,0,0,0,0,0,0,0,3902.703462,0,0,16.89482018,50.68446055,0,0,0,0,67.57928073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/1/2022,ACCSAC3,7:25,8.968,94.6,136.2,88.507,0.06,102.2,11.77,7.77,10.49,4.38,0.45,643756,644535,2,,1.479743479
72,ACCSAC3_2/16/2022_7:10,0,21.50500804,64.51502413,2128.995796,0,21.50500804,150.5350563,0,494.615185,0,0,0,64.51502413,43.01001608,451.6051689,0,236.5550885,0,21.50500804,64.51502413,0,0,0,0,0,0,0,1096.75541,21.50500804,0,43.01001608,21.50500804,0,43.01001608,0,0,43.01001608,0,0,0,0,0,0,0,0,0,0,0,21.50500804,0,0,0,2/16/2022,ACCSAC3,7:10,10.723,102.5,140.8,91.504,0.07,96.1,10.65,7.76,11.64,2.32,0.37,691460,692072,2,,1.162519909
73,ACCSAC3_2/23/2022_7:20,0,16.8461631,0,480.1156483,8.42308155,16.8461631,33.6923262,0,185.3077941,0,0,0,8.42308155,8.42308155,160.0385494,0,143.1923863,16.8461631,92.65389705,0,0,0,0,58.96157085,0,0,0,758.0773395,33.6923262,0,25.26924465,109.5000601,0,539.0772192,50.5384893,0,42.11540775,0,0,8.42308155,0,0,0,0,0,0,0,0,8.42308155,50.5384893,0,0,2/23/2022,ACCSAC3,7:20,10.34,94.1,130.6,84.898,0.06,98.3,11,7.83,3.22,1.59,0.28,721746,722371,1,,1.18721396
74,ACCSAC3_2/9/2022_8:40,0,18.01651598,0,1405.288246,0,54.04954793,144.1321278,0,0,0,0,0,0,0,900.8257988,0,90.08257988,0,0,36.03303195,0,0,0,18.01651598,0,0,0,2738.510428,0,0,18.01651598,18.01651598,0,54.04954793,0,0,18.01651598,18.01651598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/9/2022,ACCSAC3,8:40,10.12,101.8,142,92.304,0.07,100.6,11.3,7.62,4.19,1.94,-0.19,126847,127334,1,,0.925077117
75,ACCSAC3_3/16/2022_7:10,0,53.09557205,0,305.2995393,0,0,26.54778602,13.27389301,26.54778602,0,0,0,92.91725111,53.09557205,146.0128231,0,200980.0141,0,252.2039673,0,0,0,0,13.27389301,0,0,0,185.8345021,0,0,53.09557205,53.09557205,0,1606.141055,0,0,13.27389301,0,0,0,0,0,0,0,26.54778602,0,0,0,0,66.36946506,0,0,3/16/2022,ACCSAC3,7:10,13.851,119.7,152,98.814,0.07,94,9.7,7.57,7.47,0.8,-0.32,816704,817365,1,,1.255597484
76,ACCSAC3_3/2/2022_7:10,0,8.369516643,8.369516643,292.9330825,0,4.184758322,8.369516643,0,8.369516643,0,0,0,8.369516643,16.73903329,380.8130073,0,418.4758322,4.184758322,79.51040811,0,4.184758322,4.184758322,0,0,0,8.369516643,0,16.73903329,0,0,20.92379161,0,0,41.84758322,0,0,25.10854993,0,0,0,0,0,0,0,0,0,0,0,4.184758322,0,0,0,3/2/2022,ACCSAC3,7:10,12.202,94,124.4,80.848,0.06,101.5,10.88,7.66,3.59,5.31,-0.24,751426,752055,1,,1.194812129
77,ACCSAC3_3/23/2022_7:10,0,25.71955736,0,51.43911471,0,0,3.67422248,0,0,0,0,0,33.06800232,7.348444959,29.39377983,0,187.3853465,18.37111239,58.78755967,0,0,0,0,7.348444959,0,3.67422248,0,40.41644727,51.43911471,22.04533488,14.69688992,33.06800232,3.67422248,367.422248,0,0,7.348444959,0,0,0,0,0,0,0,0,0,0,0,7.348444959,18.37111239,0,0,3/23/2022,ACCSAC3,7:10,15.954,112.9,136.5,88.706,0.06,95.4,9.42,7.71,3.59,0.45,-0.43,849724,850321,1,,1.134026774
78,ACCSAC3_3/30/2022_7:00,0,10.10705101,26.95213602,114.5465781,0,6.738034005,0,0,3.369017003,0,0,0,64.01132306,6.738034005,293.1044792,0,340.2707173,16.84508501,74.11837407,0,0,6.738034005,0,23.58311902,3.369017003,6.738034005,6.738034005,60.64230605,0,10.10705101,26.95213602,53.90427205,0,242.5692242,0,0,0,60.64230605,10.10705101,0,0,0,0,0,20.21410202,0,0,0,3.369017003,10.10705101,6.738034005,0,3/30/2022,ACCSAC3,7:00,15.576,111.7,136.2,88.488,0.06,96.3,9.58,7.65,6.59,0.82,-0.41,882814,883415,1,,1.141624944
79,ACCSAC3_3/9/2022_7:10,0,9.414209529,395.3968002,0,0,0,28.24262859,0,0,0,0,0,0,37.65683812,1092.048305,0,470.7104765,0,207.1126096,0,0,0,0,0,0,0,0,320.083124,0,18.82841906,9.414209529,0,0,329.4973335,9.414209529,0,28.24262859,0,0,0,0,0,0,0,18.82841906,0,0,0,0,28.24262859,0,0,3/9/2022,ACCSAC3,7:10,11.635,91,122.2,79.381,0.06,99.1,10.77,7.77,2.9,2.81,-0.23,784217,784916,1,,1.327780093
80,ACCSAC4_1/25/2022_8:05,0,15.52012373,36.21362204,527.6842068,0,0,15.52012373,10.34674915,0,0,0,0,25.86687288,5.173374577,419.0433407,0,51.73374577,0,5.173374577,0,0,0,0,5.173374577,0,0,0,269.015478,10.34674915,5.173374577,0,5.173374577,0,46.56037118,0,0,10.34674915,0,0,0,0,0,0,5.173374577,0,0,0,0,0,0,0,0,1/25/2022,ACCSAC4,8:05,8.93,119.4,172.1,111.888,0.08,101,11.63,7.66,6.28,1.06,-0.09,115040,115464,1,,0.80540595
81,ACCSAC4_1/4/2022_7:40,0,100.3202766,28.66293617,1347.158,0,0,57.32587233,14.33146809,114.6517447,0,0,0,71.65734042,0,644.9160637,0,128.9832127,0,71.65734042,0,0,0,0,0,0,0,0,358.286702,0,0,0,42.99440425,0,14.33146809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/4/2022,ACCSAC4,7:40,7.956,124,183.8,119.645,0.09,94.3,11.17,7.69,31.66,1.78,0.07,73463,74014,1,,1.046647827
82,ACCSAC4_11/16/2021_12:50,0,0,10.55700395,344.862129,0,14.07600526,31.67101184,0,3.519001316,0,3.519001316,0,87.97503287,14.07600526,130.2030487,0,105.5700395,0,21.11400789,0,0,7.038002632,3.519001316,14.07600526,0,0,0,158.3550592,14.07600526,7.038002632,10.55700395,0,0,7.038002632,0,0,3.519001316,17.59500658,0,0,0,0,0,0,7.038002632,0,7.038002632,0,0,10.55700395,0,0,11/16/2021,ACCSAC4,12:50,14.036,139.7,176.7,114.885,0.08,91.5,9.4,7.75,4.91,0.61,0.09,575022,575702,1,,1.291688788
83,ACCSAC4_11/23/2021_7:10,0,3.22127722,16.10638609,199.7191876,0,9.663831661,9.663831661,6.442554439,6.442554439,0,0,0,25.77021776,16.10638609,3.22127722,0,103.080871,0,28.99149498,0,0,3.22127722,0,41.87660386,0,6.442554439,0,74.08937603,0,3.22127722,48.31915829,299.5787815,0,25.77021776,16.10638609,0,22.54894054,3.22127722,3.22127722,0,0,0,0,12.88510888,0,0,0,0,0,12.88510888,0,0,11/23/2021,ACCSAC4,7:10,11.966,139.5,185.7,120.712,0.09,93.4,10.06,7.86,5.16,0.47,0.15,576109,576830,1,,1.369570024
84,ACCSAC4_11/30/2021_8:20,0,0,5.995929349,599.5929349,0,0,23.9837174,11.9918587,5.995929349,0,0,0,23.9837174,5.995929349,11.9918587,0,35.9755761,0,65.95522284,0,0,0,0,0,0,5.995929349,5.995929349,137.906375,0,0,11.9918587,17.98778805,0,5.995929349,5.995929349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9918587,0,0,11/30/2021,ACCSAC4,8:20,11.732,137.1,183.5,119.293,0.09,94.4,10.22,7.85,9.3,0.65,-0.15,9406,9845,1,,0.833899085
85,ACCSAC4_11/9/2021_12:30,0,0,6.974597202,327.8060686,0,0,48.82218042,3.487298602,3.487298602,0,0,0,87.18246506,0,13.94919441,0,24.41109021,76.72056923,34.87298602,0,0,0,0,6.974597202,0,0,6.974597202,94.15706224,0,3.487298602,0,34.87298602,0,20.92379161,3.487298602,0,0,0,0,10.4618958,0,0,0,6.974597202,0,0,0,0,0,10.4618958,0,0,11/9/2021,ACCSAC4,12:30,13.439,134.1,172.1,111.86,0.08,95.6,9.96,7.74,6.97,0.62,0.15,553492,554121,1,,1.194812129
86,ACCSAC4_12/13/2021_7:00,0,5.915085358,5.915085358,163.6506949,0,4.929237798,0,0,6.900932918,0,0.98584756,0,6.900932918,3.943390239,5.915085358,0,18.73110363,2.957542679,2.957542679,0,0,0,0,2.957542679,0,0,0,10.84432316,0,0.98584756,5.915085358,7.886780477,0,10.84432316,0.98584756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12/13/2021,ACCSAC4,7:00,9.678,112.3,165.7,107.67,0.08,96.4,10.94,8,10.06,0.97,0.31,614256,614790,1,,1.014355607
87,ACCSAC4_12/21/2021_8:20,0,13.35470819,53.41883276,774.5730751,0,26.70941638,66.77354095,40.06412457,106.8376655,0,0,0,467.4147866,0,203525.7528,0,80.12824914,13.35470819,106.8376655,0,0,0,0,13.35470819,0,0,0,1509.082025,0,13.35470819,53.41883276,0,0,0,0,0,0,0,13.35470819,0,0,0,0,0,0,0,0,0,0,13.35470819,0,0,12/21/2021,ACCSAC4,8:20,7.217,124.4,188.2,122.379,0.09,89.3,10.7,7.64,54.3,4.36,0.4,24885,25542,1,,1.247999314
88,ACCSAC4_12/27/2021_8:10,0,106.4347396,32.74915066,1138.032985,0,0,98.24745198,0,106.4347396,0,0,0,171.933041,8.187287665,261.9932053,16.37457533,73.68558899,0,16.37457533,0,0,0,0,8.187287665,0,0,0,106.4347396,0,0,8.187287665,8.187287665,0,0,0,0,16.37457533,0,8.187287665,0,0,0,0,0,0,0,0,0,0,0,0,0,12/27/2021,ACCSAC4,8:10,8.344,91,133.5,86.77,0.06,92.2,10.83,7.64,35.27,3.78,0.26,36047,36690,1,,1.221405722
89,ACCSAC4_12/7/2021_8:10,0,0,64.16119401,549.3802237,0,24.06044775,32.080597,0,16.04029851,0,0,0,28.07052238,8.020149251,20.05037313,0,40.10074626,0,20.05037313,0,0,0,0,0,0,0,0,156.3929104,8.020149251,0,0,0,0,12.03022388,4.010074626,0,8.020149251,4.010074626,0,0,0,0,0,0,12.03022388,0,0,0,0,0,0,4.010074626,12/7/2021,ACCSAC4,8:10,11.063,113.5,154.7,100.541,0.07,92.3,10.16,7.81,3,0.7,-0.13,17688,18235,1,,1.039049658
90,ACCSAC4_2/1/2022_7:10,0,71.14089147,47.42726098,1944.5177,0,71.14089147,237.1363049,0,47.42726098,0,0,0,0,0,237.1363049,0,189.7090439,0,47.42726098,47.42726098,0,0,23.71363049,0,0,0,0,3082.771964,71.14089147,0,23.71363049,0,0,0,23.71363049,0,47.42726098,0,0,0,0,0,0,0,0,0,0,0,23.71363049,23.71363049,0,0,2/1/2022,ACCSAC4,7:10,9.195,94.4,135.3,87.913,0.06,99.2,11.41,7.8,9.68,4.32,0.46,643055,643610,2,,1.054245996
91,ACCSAC4_2/16/2022_7:00,0,27.30511395,136.5255697,1488.12871,0,81.91534184,27.30511395,13.65255697,177.4832406,0,0,0,27.30511395,0,368.6190383,0,245.7460255,0,136.5255697,0,0,0,0,0,0,0,0,914.7213172,0,0,0,0,0,13.65255697,13.65255697,0,27.30511395,0,0,0,0,0,0,0,0,0,0,0,0,13.65255697,0,0,2/16/2022,ACCSAC4,7:00,10.98,100.7,137.6,89.391,0.06,97,10.69,7.82,5.72,1.76,0.29,690802,691284,1,,0.915579406
92,ACCSAC4_2/23/2022_7:10,4.069593359,44.76552694,0,354.0546222,0,12.20878008,16.27837344,0,118.0182074,0,0,0,12.20878008,12.20878008,146.5053609,0,89.53105389,0,69.18308709,0,4.069593359,0,4.069593359,8.139186717,0,4.069593359,0,394.7505558,8.139186717,0,28.48715351,16.27837344,0,44.76552694,4.069593359,0,24.41756015,0,0,0,0,0,0,0,0,0,0,0,12.20878008,8.139186717,0,0,2/23/2022,ACCSAC4,7:10,10.335,92.7,129.7,84.288,0.06,98.7,11.03,7.94,4,1.48,0.28,721026,721565,1,,1.023853319
93,ACCSAC4_2/9/2022_8:20,0,0,0,2272.658118,0,0,135.6810817,0,0,0,0,0,0,33.92027042,1221.129735,0,305.2824337,0,33.92027042,33.92027042,0,0,0,33.92027042,0,0,0,5427.243267,0,0,33.92027042,0,0,135.6810817,0,0,101.7608112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2/9/2022,ACCSAC4,8:20,10.172,99,138.1,89.726,0.07,100.7,11.31,7.7,3.92,2.4,-0.21,126335,126723,1,,0.737022426
94,ACCSAC4_3/16/2022_7:00,44.61377984,29.74251989,59.48503979,208.1976393,0,29.74251989,44.61377984,118.9700796,0,0,0,0,89.22755968,59.48503979,401.5240186,0,1472.254735,29.74251989,505.6228382,14.87125995,0,0,74.35629974,89.22755968,0,0,0,416.3952785,609.7216579,0,59.48503979,0,0,981.5031565,74.35629974,29.74251989,550.2366181,29.74251989,0,0,0,0,0,0,14.87125995,0,14.87125995,0,0,44.61377984,29.74251989,0,3/16/2022,ACCSAC4,7:00,13.915,114.2,145,94.218,0.07,93.7,9.67,7.65,4.73,0.67,-0.38,815991,816522,1,,1.00865698
95,ACCSAC4_3/2/2022_7:00,0,6.880403367,24.08141178,251.1347229,0,6.880403367,10.32060505,0,3.440201684,0,0,0,13.76080674,20.6412101,295.8573448,0,326.81916,3.440201684,120.407059,0,0,0,0,3.440201684,6.880403367,0,0,6.880403367,0,10.32060505,20.6412101,0,0,10.32060505,0,0,37.84221852,3.440201684,0,0,0,0,0,0,0,0,0,0,0,10.32060505,0,0,3/2/2022,ACCSAC4,7:00,12.228,91.5,121,78.625,0.06,101.5,10.87,7.73,4.97,4.63,-0.23,750759,751258,1,,0.947871625
96,ACCSAC4_3/23/2022_7:00,0,6.760097552,2.535036582,49.85571945,0.845012194,0.845012194,5.070073164,2.535036582,2.535036582,0,0,0,31.26545118,8.45012194,31.26545118,1.690024388,112.3866218,9.295134134,48.16569506,0,0,0,0,5.915085358,0,0.845012194,0,55.7708048,23.66034143,10.14014633,12.67518291,12.67518291,0,53.23576822,7.605109746,0,4.22506097,2.535036582,0,1.690024388,0,0,0,0.845012194,0,0,0,0,2.535036582,5.915085358,1.690024388,0,3/23/2022,ACCSAC4,7:00,16.083,111.9,134.9,87.684,0.06,95.8,9.44,7.78,17.11,0.51,-0.45,848920,849543,1,,1.183414875
97,ACCSAC4_3/30/2022_6:50,0,0,12.13001376,157.6901788,0,0,42.45504813,0,6.065006876,0,0,0,133.4301512,12.13001376,588.305667,0,254.7302888,0,90.97510311,0,0,6.065006876,0,0,0,0,0,42.45504813,0,18.19502063,36.39004126,6.065006876,0,72.78008251,0,0,12.13001376,0,0,0,0,0,0,0,6.065006876,0,0,0,6.065006876,12.13001376,0,0,3/30/2022,ACCSAC4,6:50,15.782,108.7,131.9,85.727,0.06,96.9,9.6,7.8,6.57,1.06,-0.35,882068,882688,1,,1.177716248
98,ACCSAC4_3/9/2022_7:00,0,46.044542,0,237.8968003,0,0,23.022271,7.674090333,0,0,0,0,7.674090333,0,920.8908399,0,306.9636133,0,46.044542,0,0,0,0,7.674090333,0,0,0,61.39272266,0,7.674090333,30.69636133,0,0,92.08908399,0,0,23.022271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3/9/2022,ACCSAC4,7:00,11.695,91.4,121,78.563,0.06,98.1,10.64,7.87,4.01,3.49,-0.21,783553,784043,1,,0.930775744
99,BLSAC_1/17/2022_11:45,0,3.751550648,0,181.9502064,0,0,5.627325972,5.627325972,30.01240518,0,1.875775324,0,13.13042726,0,18.75775324,0,20.63352857,0,1.875775324,0,0,0,0,1.875775324,0,0,0,75.03101297,11.25465194,3.751550648,5.627325972,13.13042726,0,5.627325972,0,0,0,0,9.378876618,3.751550648,0,0,0,0,0,0,0,0,0,0,0,0,1/17/2022,BLSAC,11:45,9.095,138.1,198.6,129.086,0.09,99.5,11.45,8.01,8.52,0.61,-0.03,100295,100974,1,,1.289789246
