ID,Pseudodiptomus.Adult,Psedodiptomus.copepidite,Acanthocyclops.adult,Acanthocyclops.copepididte,Cyclopoid.sp.,Cyclopoid.nauplii,Calanoid.naulpii,Harpaticoid,Daphnia.pulex,Daphnia.laevis,Daphnia.magna,Daphnia.mendotea,Ceriodaphnia.sp.,Simocephalus.sp.,Bosmina.sp.,Sididae,Chydorus.sphaericus,Eurycercus,Alona,Chydoridae,Diaphanosoma,Scapholeberis,Cladocera.embryo,Eucypris,Ilyocypris,Cypridopsis,Gammarus,Rotifer,Polychaete,Acari,Chironomid.larvae,Oligochaete,Gastropod,Tardigrade,Nematode,Hyalella,Hydra,Terrestrial.insect,Collembola,Baetidae,Diptera,Hydroptilidae,Coleoptera,Ephemerellidae,Odonata,Bivalve,Trichoptera,Corixidae,Fish.larvae,Streblocerus,Amphipod,Ilyocryptus,DATE,LOCATION,TIME,TEMP..C.,EC...s.cm.,SPC...s.cm.,TDS..mg.L.,SALINITY..PSU.,DO....sat.,DO..mg.L.,pH,TURBIDITY..NTU.,CHL...g.L.,BGA...g.L.,Start.Rotation,End.Rotation,ZOOP.SCORE..1.10.,Notes,VolumeSampled
RRSAC2_1/12/2021_7:55,0,2.222222222,26.66666667,222.2222222,0,8.888888889,11.11111111,0,53.33333333,0,4.444444444,0,73.33333333,22.22222222,104.4444444,0,235.5555556,0,115.5555556,0,0,0,0,0,0,0,0,17.77777778,0,0,6.666666667,4.444444444,0,17.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,2021-05-01,RRSAC2,08:10:00,9.721,147.8,208.4,135,0.1,95.6,10.85,7.76,5.65,2.45,0.74,234664,235193,1,NA,1.004857896
RRSAC2_1/15/2021_11:10,0,0,41.17647059,564.7058824,0,11.76470588,52.94117647,152.9411765,52.94117647,0,0,0,88.23529412,0,135.2941176,5.882352941,382.3529412,0,47.05882353,0,0,0,17.64705882,0,0,0,0,411.7647059,52.94117647,11.76470588,5.882352941,17.64705882,0,17.64705882,0,0,11.76470588,11.76470588,35.29411765,5.882352941,0,0,5.882352941,0,11.76470588,0,5.882352941,0,0,0,0,0,2021-12-01,RRSAC2,07:55:00,9.329,195.2,278.3,181,0.13,96.9,11.1,7.75,10.9,2.22,0.75,265000,265682,2,NA,1.295487873
RRSAC2_1/19/2021_7:50,0,8.333333333,16.66666667,1058.333333,0,8.333333333,83.33333333,16.66666667,16.66666667,0,0,0,16.66666667,0,125,0,358.3333333,0,58.33333333,0,8.333333333,0,16.66666667,0,0,0,0,800,50,0,25,0,0,50,0,0,8.333333333,8.333333333,8.333333333,0,8.333333333,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC2,11:10:00,10.594,222.9,308.7,201,0.15,98,10.9,7.8,12.23,2.82,0.72,275896,276505,2,NA,1.156821282
RRSAC2_1/22/2021_8:10,0,3.333333333,23.33333333,303.3333333,0,0,0,3.333333333,53.33333333,0,0,0,56.66666667,10,20,3.333333333,173.3333333,0,10,0,3.333333333,0,20,3.333333333,0,0,0,30,46.66666667,0,20,13.33333333,0,3.333333333,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC2,07:50:00,10.678,177.6,243.4,158,0.12,96.7,10.73,7.9,8.75,3,0.67,296031,296501,3,NA,0.892784898
RRSAC2_1/26/2021_8:00,0,2.272727273,20.45454545,231.8181818,0,0,6.818181818,9.090909091,38.63636364,0,0,0,29.54545455,2.272727273,27.27272727,4.545454545,84.09090909,0,9.090909091,0,0,2.272727273,6.818181818,0,0,0,2.272727273,27.27272727,56.81818182,2.272727273,2.272727273,25,0,11.36363636,9.090909091,0,0,2.272727273,2.272727273,6.818181818,0,0,0,2.272727273,0,0,0,0,0,0,0,0,NA,RRSAC2,08:10:00,9.911,150.6,211.3,137,0.1,98.7,11.16,7.86,3.52,2.22,0.66,308470,309264,2,NA,1.508236614
RRSAC2_2/2/2021_8:00,3.333333333,3.333333333,13.33333333,168.3333333,0,3.333333333,3.333333333,1.666666667,31.66666667,0,1.666666667,0,13.33333333,1.666666667,45,0,66.66666667,0,48.33333333,0,0,6.666666667,10,3.333333333,0,0,0,1.666666667,0,0,3.333333333,6.666666667,0,3.333333333,1.666666667,0,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC2,08:00:00,8.529,140.9,205.6,134,0.1,95.3,11.52,7.94,2.63,2.74,0.8,325678,326295,2,NA,1.172017621
RRSAC2_2/8/2021_7:35,18.18181818,0,45.45454545,563.6363636,0,45.45454545,36.36363636,45.45454545,100,0,9.090909091,0,118.1818182,27.27272727,118.1818182,0,900,0,390.9090909,0,0,0,0,18.18181818,0,0,0,54.54545455,0,0,27.27272727,72.72727273,0,45.45454545,27.27272727,0,27.27272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-02,RRSAC2,08:00:00,9.736,128.4,181,118,0.09,934,10.6,7.52,13.9,5.67,0.69,346948,347770,3,NA,1.5614238
RRSAC2_2/15/2021_7:35,0,12.5,87.5,656.25,0,18.75,0,0,87.5,0,6.25,0,100,6.25,37.5,6.25,625,0,131.25,0,0,0,25,18.75,0,0,0,106.25,75,37.5,18.75,25,0,43.75,18.75,0,6.25,0,12.5,12.5,0,0,0,0,0,0,0,0,6.25,0,0,0,2021-08-02,RRSAC2,07:35:00,10.239,148.5,206.6,134,0.1,94.3,10.58,7.57,13.24,2.92,0.69,360022,360765,3,NA,1.411359955
RRSAC2_2/22/2021_7:40,0,4.166666667,8.333333333,204.1666667,0,0,12.5,8.333333333,33.33333333,0,0,0,33.33333333,0,25,8.333333333,375,0,37.5,0,0,0,45.83333333,4.166666667,0,0,0,54.16666667,50,20.83333333,25,25,0,4.166666667,12.5,0,29.16666667,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC2,07:35:00,11.427,153.9,207.5,135,0.1,96.6,10.54,7.74,10.69,5.09,0.66,381308,381871,1,NA,1.069442335
RRSAC2_3/1/2021_8:00,0,0,200,1800,0,0,0,150,633.3333333,0,0,0,266.6666667,0,116.6666667,83.33333333,833.3333333,0,16.66666667,0,0,0,33.33333333,0,0,0,0,700,83.33333333,33.33333333,50,16.66666667,0,16.66666667,16.66666667,0,16.66666667,0,16.66666667,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC2,07:40:00,10.696,NA,256.4,NA,0.12,101.3,11.24,7.9,13.9,4.12,NA,403954,404553,3,NA,1.137825859
RRSAC2_3/8/2021_7:40,0,16.66666667,83.33333333,1083.333333,0,0,66.66666667,16.66666667,966.6666667,0,16.66666667,0,316.6666667,0,150,16.66666667,316.6666667,0,16.66666667,0,0,0,33.33333333,0,0,0,0,2016.666667,16.66666667,0,33.33333333,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,2021-01-03,RRSAC2,08:00:00,10.994,200.7,273.1,177.035,0.13,103.3,11.39,8.16,8.6,4.99,0.83,425468,426049,4,NA,1.103634097
RRSAC2_3/15/2021_8:10,0,0,20,960,0,0,40,0,760,0,160,0,1140,60,300,0,1040,0,40,0,0,0,0,0,0,0,0,2860,0,0,0,20,0,0,40,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-03,RRSAC2,07:40:00,13.024,239.8,310.2,201.329,0.15,99.6,10.48,8.09,12.92,5.15,0.92,449745,450419,4,NA,1.280291534
RRSAC2_3/22/2021_8:20,0,0,9.090909091,222.7272727,0,4.545454545,0,4.545454545,100,0,0,0,77.27272727,9.090909091,127.2727273,0,309.0909091,0,40.90909091,0,0,0,0,0,0,0,0,468.1818182,0,0,9.090909091,4.545454545,0,9.090909091,9.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC2,08:10:00,11.735,178.7,238.6,155.147,0.11,98.2,10.64,7.97,7.27,3.41,0.8,470791,471323,1,NA,1.010556523
RRSAC2_3/29/2021_8:15,0,20.83333333,8.333333333,395.8333333,0,8.333333333,37.5,0,33.33333333,0,0,0,212.5,4.166666667,58.33333333,0,366.6666667,0,75,0,4.166666667,12.5,12.5,0,0,0,0,358.3333333,195.8333333,25,29.16666667,16.66666667,0,4.166666667,20.83333333,0,4.166666667,0,4.166666667,4.166666667,0,0,4.166666667,12.5,4.166666667,0,0,0,0,0,0,0,NA,RRSAC2,08:20:00,12.736,139.9,182.5,118.556,0.09,100.9,10.69,7.84,5.8,4.75,0.65,490955,491633,2,NA,1.287889704
RRSAC4_11/9/2020_9:15,3.749999995,41.24999995,3.749999995,404.9999995,0,3.749999995,14.99999998,0,14.99999998,0,0,0,59.99999993,0,44.99999994,0,337.4999996,0,59.99999993,7.499999991,0,14.99999998,0,0,0,0,0,18.74999998,0,26.24999997,3.749999995,0,0,18.74999998,3.749999995,0,14.99999998,3.749999995,3.749999995,0,0,0,0,0,0,0,0,0,0,0,0,3.749999995,NA,RRSAC2,08:15:00,15.341,168,205.9,133.791,0.1,100.4,10.04,8.09,8.2,5.85,0.41,512349,512914,1,NA,1.07324142
RRSAC4_11/16/2020_8:10,0,3.333333333,3.333333333,333.3333333,0,0,13.33333333,0,6.666666667,0,0,0,93.33333333,10,113.3333333,0,26.66666667,0,80,0,0,3.333333333,0,3.333333333,0,0,0,26.66666667,0,0,10,36.66666667,0,20,3.333333333,0,0,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,2020-09-11,RRSAC4,09:15:00,11.932,129.8,172.7,112,0.08,98.7,10.62,8.19,1.49,1.32,0.86,84970,85987,1,NA,1.931834555
RRSAC4_11/23/2020_8:00,5,10,60,470,0,0,5,5,20,0,0,0,360,10,130,0,10,0,85,0,5,35,0,5,0,0,0,140,0,5,5,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,NA,RRSAC4,08:10:00,10.821,132.3,181.3,118,0.09,98.1,10.86,7.98,1.54,1.51,0.79,95470,96160,1,NA,1.310684212
RRSAC4_11/30/2020_8:00,0,0,21.42857151,417.8571443,0,10.71428575,32.14285726,0,117.8571433,0,0,0,1039.285718,64.28571452,139.2857148,10.71428575,32.14285726,0,32.14285726,0,0,0,0,0,0,0,0,632.1428594,0,0,10.71428575,0,0,21.42857151,0,0,0,0,0,0,0,0,0,0,0,0,10.71428575,0,0,0,0,0,NA,RRSAC4,08:00:00,11.021,144.8,197.2,128,0.09,94.3,10.38,7.84,3.27,1.55,0.88,109061,109725,1,NA,1.261296111
RRSAC4_12/8/2020_7:40,0,2,6,138,0,12,2,0,30,0,0,0,190,14,102,0,34,0,20,0,2,4,2,0,0,0,0,60,0,2,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,RRSAC4,08:00:00,9.57,135.3,191.5,124,0.09,98.4,11.21,8.04,1.22,2.09,0.91,124397,125061,1,NA,1.261296111
RRSAC4_12/15/2020_10:30,0,3.333333333,30,343.3333333,0,13.33333333,43.33333333,3.333333333,20,0,0,0,160,10,143.3333333,0,23.33333333,0,73.33333333,0,0,16.66666667,0,0,0,0,0,213.3333333,0,0,6.666666667,36.66666667,0,16.66666667,10,0,0,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,2020-08-12,RRSAC4,07:40:00,9.532,136.7,193.8,126,0.09,97.6,11.13,7.68,1.69,1.81,0.79,151703,152393,1,NA,1.310684212
RRSAC4_12/22/2020_7:40,0,13.63636364,36.36363636,459.0909091,0,9.090909091,54.54545455,0,131.8181818,0,9.090909091,0,463.6363636,45.45454545,381.8181818,0,140.9090909,0,81.81818182,0,0,4.545454545,4.545454545,4.545454545,0,0,0,218.1818182,0,0,9.090909091,4.545454545,0,36.36363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,NA,RRSAC4,10:30:00,10.077,144.3,201.6,131,0.1,97,10.92,7.07,4,1.72,0.7,177284,177921,2,NA,1.210008468
RRSAC4_12/29/2020_7:40,0,6.666666667,73.33333333,653.3333333,0,20,206.6666667,0,193.3333333,0,13.33333333,0,333.3333333,53.33333333,180,0,300,0,160,0,0,13.33333333,0,20,0,0,0,526.6666667,0,0,13.33333333,40,0,40,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,NA,RRSAC4,07:40:00,9.045,146.2,210.1,137,0.1,94.9,10.94,7.82,3.81,2.6,0.88,194805,195489,1,NA,1.299286958
RRSAC4_1/5/2021_7:50,0,6.25,112.5,650,0,12.5,25,0,112.5,0,0,0,168.75,6.25,125,0,368.75,0,87.5,0,6.25,12.5,12.5,12.5,0,0,6.25,125,87.5,31.25,12.5,0,0,81.25,12.5,0,6.25,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,NA,RRSAC4,07:40:00,8.632,138.6,201.6,131,0.1,97.1,11.33,7.89,4.44,2.41,0.87,217508,218260,1,NA,1.428455836
RRSAC4_1/12/2021_7:40,3.333333333,0,23.33333333,286.6666667,0,16.66666667,20,3.333333333,76.66666667,0,3.333333333,0,70,33.33333333,86.66666667,3.333333333,346.6666667,0,160,0,0,3.333333333,6.666666667,0,3.333333333,0,0,53.33333333,0,0,0,10,0,23.33333333,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,2021-05-01,RRSAC4,07:50:00,9.716,147.9,208.6,136,0.1,96,10.9,7.71,4.82,2.44,0.75,233958,234671,1,NA,1.354373685
RRSAC4_1/15/2021_11:00,0,0,25,412.5,0,16.66666667,20.83333333,8.333333333,66.66666667,0,0,0,104.1666667,0,91.66666667,8.333333333,408.3333333,0,41.66666667,0,0,4.166666667,29.16666667,0,0,0,0,108.3333333,108.3333333,29.16666667,8.333333333,16.66666667,0,58.33333333,4.166666667,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-01,RRSAC4,07:40:00,9.026,157.6,226.6,147,0.11,96.6,11.15,7.76,5.59,2.62,0.76,264304,264980,2,NA,1.284090619
RRSAC4_1/19/2021_7:40,0,3.333333333,20,300,0,13.33333333,16.66666667,13.33333333,30,0,0,0,40,0,26.66666667,0,130,0,16.66666667,0,0,0,16.66666667,0,0,0,0,193.3333333,56.66666667,3.333333333,0,13.33333333,0,23.33333333,0,0,0,3.333333333,3.333333333,3.333333333,3.333333333,0,0,3.333333333,0,0,0,0,0,0,0,0,NA,RRSAC4,11:00:00,10.635,166.5,229.4,149,0.11,10.5,11.67,7.78,6.66,2.57,0.66,275278,275893,2,NA,1.168218536
RRSAC4_1/22/2021_7:50,0,0,25,470,0,10,5,5,55,0,0,0,50,0,50,10,215,0,35,0,0,0,0,0,0,0,0,65,85,5,5,35,0,15,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC4,07:40:00,10.553,164.2,226.3,147,0.11,96.1,10.69,7.85,6.11,2.94,0.79,295392,296029,2,NA,1.210008468
RRSAC4_1/26/2021_7:50,0,2.941176471,11.76470588,273.5294118,0,5.882352941,0,0,47.05882353,0,0,0,17.64705882,2.941176471,26.47058824,11.76470588,135.2941176,0,8.823529412,0,0,0,11.76470588,0,0,2.941176471,0,76.47058824,238.2352941,11.76470588,5.882352941,50,0,52.94117647,8.823529412,0,5.882352941,2.941176471,2.941176471,2.941176471,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC4,07:50:00,4.747,152.7,214.3,139,0.1,87.5,9.88,7.82,4.22,2.32,0.66,307825,308483,2,NA,1.249898857
RRSAC4_2/2/2021_7:50,0,0,0,25,280.5555556,0,2.777777778,2.777777778,33.33333333,0,0,0,38.88888889,0,44.44444444,0,161.1111111,0,36.11111111,0,8.333333333,8.333333333,0,0,0,0,0,169.4444444,36.11111111,16.66666667,13.88888889,8.333333333,0,50,5.555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC4,07:50:00,8.993,141.9,207,135,0.1,98,11.46,7.96,2.69,2.69,0.86,324943,325676,1,NA,1.392364532
RRSAC4_2/8/2021_7:20,0,6.25,43.75,512.5,0,50,18.75,0,131.25,0,0,0,68.75,0,43.75,6.25,593.75,0,131.25,0,6.25,0,93.75,12.5,6.25,0,0,112.5,93.75,37.5,31.25,81.25,0,37.5,25,0,6.25,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,2021-02-02,RRSAC4,07:50:00,9.708,127.9,180.5,117,0.09,93.4,10.61,7.5,17.76,3.36,0.66,346281,346936,2,NA,1.24420023
RRSAC4_2/15/2021_7:25,0,7.142857143,14.28571429,450,0,14.28571429,21.42857143,0,85.71428571,0,28.57142857,0,71.42857143,0,64.28571429,42.85714286,671.4285714,0,157.1428571,0,0,7.142857143,35.71428571,0,0,0,0,221.4285714,164.2857143,28.57142857,28.57142857,28.57142857,0,42.85714286,35.71428571,0,28.57142857,0,0,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-02,RRSAC4,07:20:00,10.232,148.2,206.1,134,0.1,93.6,10.5,7.6,23.95,5.74,0.99,359380,360012,2,NA,1.200510756
RRSAC4_2/22/2021_7:30,0,12.5,31.25,318.75,0,12.5,50,0,100,0,0,0,50,0,68.75,12.5,606.25,0,62.5,0,0,0,25,0,0,0,0,131.25,100,18.75,12.5,37.5,0,25,31.25,0,12.5,0,6.25,18.75,0,0,0,0,0,0,0,0,6.25,0,0,0,NA,RRSAC4,07:25:00,11.454,154.3,207.9,135,0.1,96.2,10.49,7.7,12.48,4.9,0.66,380621,381313,1,NA,1.314483296
RRSAC4_3/1/2021_7:40,0,22.72727273,13.63636364,504.5454545,0,13.63636364,18.18181818,0,131.8181818,0,0,0,113.6363636,0,77.27272727,13.63636364,395.4545455,0,45.45454545,0,0,0,36.36363636,0,0,0,0,204.5454545,0,0,0,13.63636364,27.27272727,0,27.27272727,13.63636364,0,0,0,4.545454545,4.545454545,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC4,07:30:00,10.621,NA,225.4,NA,0.11,101.3,11.26,7.9,9.2,2.61,NA,403315,403958,2,NA,1.221405722
RRSAC4_3/8/2021_7:30,0,6.25,43.75,406.25,0,0,6.25,6.25,275,0,0,0,43.75,0,37.5,18.75,218.75,0,31.25,0,0,0,18.75,0,0,0,0,593.75,18.75,31.25,6.25,6.25,0,25,6.25,0,18.75,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,2021-01-03,RRSAC4,07:40:00,10.885,167.8,229.5,149.128,0.11,103,11.38,8.12,5.88,4.96,0.88,424827,425471,2,NA,1.223305264
RRSAC4_3/15/2021_8:00,0,3.750000009,7.500000019,191.2500005,0,3.750000009,3.750000009,0,105.0000003,0,0,0,135.0000003,7.500000019,18.75000005,3.750000009,371.2500009,0,22.50000006,0,0,0,7.500000019,0,0,0,0,210.0000005,0,18.75000005,15.00000004,0,0,7.500000019,3.750000009,0,0,3.750000009,0,0,0,0,0,3.750000009,0,0,3.750000009,0,0,0,0,3.750000009,2021-08-03,RRSAC4,07:30:00,12.445,168.3,221.1,143.753,0.11,99.1,10.54,8.13,4.46,4.06,0.85,449087,449733,1,NA,1.227104349
RRSAC4_3/22/2021_8:10,0,0,10,280,0,3.333333333,26.66666667,6.666666667,43.33333333,0,3.333333333,0,40,3.333333333,53.33333333,0,186.6666667,0,56.66666667,0,0,0,3.333333333,0,0,0,0,326.6666667,0,3.333333333,10,50,0,16.66666667,10,0,3.333333333,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,6.666666667,NA,RRSAC4,08:00:00,11.663,157.4,210.9,137.099,0.1,97.9,10.62,7.96,3.55,2.88,0.81,470222,470797,1,NA,1.092236843
RRSAC4_3/29/2021_8:00,8,0,0,328,0,4,20,0,24,0,0,0,156,12,156,0,420,0,120,0,0,4,0,8,0,0,0,8,0,0,12,40,0,8,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC4,08:10:00,12.708,140.1,182.9,118.845,0.09,100.8,10.68,7.77,9.01,6.42,0.73,490357,490951,2,NA,1.128328147
RRSAC5_11/9/2020_8:50,0,4.545454545,4.545454545,309.0909091,0,0,9.090909091,9.090909091,13.63636364,0,0,0,45.45454545,0,104.5454545,0,445.4545455,0,63.63636364,0,0,9.090909091,4.545454545,0,0,0,0,68.18181818,0,40.90909091,13.63636364,0,0,13.63636364,0,0,0,0,0,4.545454545,0,0,0,0,0,0,4.545454545,0,0,0,0,0,NA,RRSAC4,08:00:00,15.234,167.5,205.8,133.643,0.1,99.5,9.96,8.03,9.57,5.92,0.66,511706,512332,1,NA,1.189113502
RRSAC5_11/16/2020_7:40,0,2.5,5,260,0,5,27.5,0,2.5,0,0,0,150,0,92.5,0,22.5,0,37.5,0,5,7.5,0,0,0,0,0,22.5,0,0,10,27.5,0,12.5,2.5,0,5,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2020-09-11,RRSAC5,08:50:00,11.781,129.1,172.4,112,0.08,96.1,10.4,8.1,2.62,2.01,0.86,84141,84973,1,NA,1.580419223
RRSAC5_11/23/2020_7:45,0,3.333333333,23.33333333,240,0,3.333333333,26.66666667,0,30,0,0,0,340,10,66.66666667,0,6.666666667,0,50,0,6.666666667,16.66666667,0,3.333333333,0,0,0,143.3333333,0,0,3.333333333,13.33333333,0,10,3.333333333,0,3.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.333333333,NA,RRSAC5,07:40:00,10.656,131.5,180.9,118,0.09,98,10.89,8,1.58,2.01,0.83,94881,95465,1,NA,1.109332724
RRSAC5_11/30/2020_7:45,0,20,110,1010,0,120,10,0,140,0,0,0,910,50,280,0,70,0,30,0,0,80,0,0,0,0,0,400,0,10,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC5,07:45:00,10.839,144.1,197.3,128,0.09,94.6,10.45,7.86,2.86,1.9,0.8,108434,109053,1,NA,1.175816706
RRSAC5_12/8/2020_7:30,0,3.571428571,35.71428571,342.8571429,0,0,10.71428571,0,42.85714286,0,0,0,257.1428571,25,121.4285714,0,28.57142857,0,42.85714286,0,0,25,0,3.571428571,0,0,0,57.14285714,0,7.142857143,0,3.571428571,0,3.571428571,3.571428571,0,3.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571428571,NA,RRSAC5,07:45:00,9.504,135.2,191.7,125,0.09,98.1,11.2,8.01,1.43,2.73,0.95,123683,124394,1,NA,1.350574601
RRSAC5_12/15/2020_10:15,1.818181818,0,7.272727273,187.2727273,0,10.90909091,9.090909091,7.272727273,27.27272727,0,0,0,140,16.36363636,63.63636364,0,70.90909091,0,63.63636364,0,0,16.36363636,0,1.818181818,0,0,0,90.90909091,0,3.636363636,0,7.272727273,0,16.36363636,1.818181818,0,1.818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.454545455,2020-08-12,RRSAC5,07:30:00,9.435,136,194.4,126,0.09,97.3,11.12,7.79,3.65,3.85,0.85,150927,151704,1,NA,1.475944395
RRSAC5_12/22/2020_7:25,3.571428571,0,7.142857143,360.7142857,0,10.71428571,21.42857143,0,107.1428571,0,7.142857143,0,332.1428571,17.85714286,196.4285714,0,50,0,50,0,0,14.28571429,3.571428571,0,0,0,0,125,0,0,3.571428571,7.142857143,0,7.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.71428571,NA,RRSAC5,10:15:00,9.935,144,202.1,131,0.1,96.3,10.88,7.88,2.51,1.73,0.71,176711,177282,2,NA,1.084638674
RRSAC5_12/29/2020_7:30,0,8.333333333,150,858.3333333,0,33.33333333,41.66666667,8.333333333,108.3333333,0,25,0,316.6666667,8.333333333,225,0,300,0,50,0,0,58.33333333,0,0,0,0,0,433.3333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC5,07:25:00,9.073,145.9,209.5,136,0.1,94.7,10.92,7.8,6.74,2.84,0.81,194252,194789,3,NA,1.020054234
RRSAC5_1/5/2021_7:40,0,11.11111111,150,616.6666667,0,0,16.66666667,0,38.88888889,0,5.555555556,0,83.33333333,0,16.66666667,5.555555556,311.1111111,0,72.22222222,0,0,5.555555556,27.77777778,0,0,0,0,66.66666667,144.4444444,5.555555556,16.66666667,0,0,16.66666667,5.555555556,0,5.555555556,0,0,11.11111111,0,0,0,5.555555556,0,0,0,0,0,0,0,0,NA,RRSAC5,07:30:00,8.777,140.6,203.7,132,0.1,96.5,11.2,7.85,4.61,2.89,0.86,216719,217511,2,NA,1.50443753
RRSAC5_1/12/2021_7:30,11.76470588,11.76470588,111.7647059,570.5882353,0,11.76470588,11.76470588,0,52.94117647,0,5.882352941,0,64.70588235,35.29411765,64.70588235,0,358.8235294,5.882352941,182.3529412,0,0,5.882352941,0,0,0,0,0,64.70588235,0,5.882352941,11.76470588,0,0,11.76470588,5.882352941,0,5.882352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.882352941,2021-05-01,RRSAC5,07:40:00,9.668,147.8,208.7,136,0.1,95.5,10.86,7.75,4.96,2.38,0.76,233285,233988,1,NA,1.335378262
RRSAC5_1/15/2021_10:50,0,8.333333333,16.66666667,187.5,0,4.166666667,8.333333333,12.5,54.16666667,0,0,0,45.83333333,0,37.5,16.66666667,379.1666667,0,37.5,0,0,8.333333333,12.5,0,0,0,0,41.66666667,41.66666667,0,4.166666667,4.166666667,4.166666667,16.66666667,0,0,4.166666667,0,4.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-12-01,RRSAC5,07:30:00,9.163,157.4,225.3,147,0.11,96.2,11.07,7.76,6.08,2.08,0.72,263567,264305,2,NA,1.401862244
RRSAC5_1/19/2021_7:30,0,0,22.72727273,225,0,9.090909091,13.63636364,2.272727273,22.72727273,0,0,0,15.90909091,0,52.27272727,4.545454545,154.5454545,0,27.27272727,0,6.818181818,6.818181818,13.63636364,2.272727273,0,0,0,95.45454545,18.18181818,0,2.272727273,6.818181818,0,6.818181818,4.545454545,0,2.272727273,2.272727273,0,0,0,0,0,4.545454545,0,0,0,0,0,0,0,0,NA,RRSAC5,10:50:00,10.487,165,228,148,0.11,98.1,10.95,7.75,4.65,1.75,0.61,274591,275267,1,NA,1.284090619
RRSAC5_1/22/2021_7:40,0,0,38.88888889,594.4444444,0,5.555555556,5.555555556,0,50,0,0,0,38.88888889,0,38.88888889,0,200,0,11.11111111,0,0,0,5.555555556,0,0,0,5.555555556,50,33.33333333,0,11.11111111,16.66666667,0,11.11111111,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,RRSAC5,07:30:00,10.562,167.2,229.2,146,0.11,96.3,10.72,7.85,5.72,2.95,0.63,294700,295387,2,NA,1.304985585
RRSAC5_1/26/2021_7:40,0,8.333333333,29.16666667,391.6666667,0,8.333333333,0,8.333333333,50,0,0,0,37.5,4.166666667,54.16666667,4.166666667,175,0,12.5,0,0,4.166666667,8.333333333,0,0,0,0,33.33333333,54.16666667,4.166666667,16.66666667,4.166666667,0,29.16666667,4.166666667,0,0,0,4.166666667,0,0,0,4.166666667,8.333333333,0,0,0,0,0,0,0,0,NA,RRSAC5,07:40:00,7.749,161.8,228.1,148,0.11,98.4,11.16,7.9,4.32,2.52,0.72,307142,307822,2,NA,1.291688788
RRSAC5_2/2/2021_7:40,0,3,3,81,0,2,0,3,15,2,0,0,12,0,19,0,70,0,11,0,1,0,6,1,0,0,0,23,26,5,3,6,0,7,3,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,RRSAC5,07:40:00,8.524,141.9,207,135,0.1,97.9,11.45,7.95,2.64,2.58,0.79,324275,324921,1,NA,1.227104349
